filename	predicted	ground_truth
common_voice_en_41519778_resampled.wav	These vary but certain aspects are identical	These vary, but certain aspects are identical.
common_voice_en_41519779_resampled.wav	No matter the layout variant the game is the same	No matter the layout variant, the game is the same.
common_voice_en_41519780_resampled.wav	Assistant coachess cameron dollar and dave rice left the programme after the season ended	Assistant coaches cameron dollar and dave rice left the program after the season ended.
common_voice_en_41519781_resampled.wav	A sequel terra farma was also published	"A sequel, ""terra-farma"", was also published."
common_voice_en_41519782_resampled.wav	The only star that does not belong to a constellation is the sun	The only star that does not belong to a constellation is the sun.
common_voice_en_41519783_resampled.wav	Although they were married the couple never lived together	Although they were married, the couple never lived together.
common_voice_en_41519784_resampled.wav	After obtaining a full pardon from the canadian judicial system known as the crown	After obtaining a full pardon from the canadian judicial system known as the crown.
common_voice_en_41519785_resampled.wav	Many of eduary's games were written by game designer david mullock	Many of edu-ware's games were written by game designer david mullich.
common_voice_en_41519786_resampled.wav	I will describe my show as therapy for myself	I would describe my show as therapy, for myself.
common_voice_en_41519787_resampled.wav	It is also the only norwegian member of iconic houses	It is also the only norwegian member of iconic houses.
common_voice_en_41519788_resampled.wav	Cont ecclosures at each desk controlled microphone muting functions	Contact closures at each desk controlled microphone muting functions.
common_voice_en_41519789_resampled.wav	There is a curb side recitling scheme in operation in the town	There is a kerbside recycling scheme in operation in the town.
common_voice_en_41519790_resampled.wav	Smith looked at the name inside the shoe	Smith looked at the name inside the shoe.
common_voice_en_41519791_resampled.wav	The seed captls are long and in diameter	The seed capsules are long and in diameter.
common_voice_en_41519792_resampled.wav	Empress dowager dang was largely effective in organizing disaster relief efforts	Empress dowager deng was largely effective in organizing disaster relief efforts.
common_voice_en_41519793_resampled.wav	It's county ce dis mc lenny	Its county seat is macclenny.
common_voice_en_41519794_resampled.wav	Her papers are in the bankrupt library	Her papers are in the bancroft library.
common_voice_en_41519795_resampled.wav	First twelve cards are dealt into two hands as if there are two players	First, twelve cards are dealt into two hands as if there are two players.
common_voice_en_41519796_resampled.wav	Manilissusus a pully valant pieces of furniture with a double or triple use	Many liseuses are polyvalent pieces of furniture with a double or triple use.
common_voice_en_41519841_resampled.wav	The upromr ease the rosian of the boler fired bowlin the boad	The approach is the motion of the bowler prior to bowling the ball.
common_voice_en_41519842_resampled.wav	Religion and politics were equally inseparable in the other kingdoms through ubanda	Religion and politics were equally inseparable in the other kingdoms throughout uganda.
common_voice_en_41519843_resampled.wav	Graposlopes are also of paradise for people to ma practice doult tealsithe	Grappa's slopes are also a paradise for people who practice downhill cycling.
common_voice_en_41519844_resampled.wav	By provision senator ismitispentetoni	By profession, senator smith is an attorney.
common_voice_en_41519845_resampled.wav	These boots the volkanos werpen peculiar to the porspot	This puts the volcanoes perpendicular to the hotspot.
common_voice_en_41519846_resampled.wav	What i cannot do i will never do	What i cannot do, i will never do.
common_voice_en_41519847_resampled.wav	These whorts how	These wards have in these lists been translated to english to shorten columns.
common_voice_en_41519848_resampled.wav	The sassurance of the grant dedcountil are public	The sessions of the grand city council are public.
common_voice_en_41519849_resampled.wav	Even lewic the shetlens keptel an only tone if thumb to the salt	Even lerwick, the shetland's capital and only town, is some to the south.
common_voice_en_41519850_resampled.wav	In the same year he made an instruction trip to the united states	In the same year, he made an instruction trip to the united states.
common_voice_en_41519851_resampled.wav	Screams and alarms filled the air as the hilicocter circled o'erhead	Screams and alarms filled the air as a helicopter circled overhead.
common_voice_en_41519852_resampled.wav	Had i been in love i could not hell been more	Had i been in love, i could not have been more wretchedly blind.
common_voice_en_41519853_resampled.wav	The preme worss crypical and books of his failure	The film was a critical and box-office failure.
common_voice_en_41519854_resampled.wav	Additionally the telling this how inspired a large body of publications	Additionally, the challenges have inspired a large body of publications.
common_voice_en_41519855_resampled.wav	Onit was immeciately formed to parpis the avord mining montly comics	"Quality was initially formed to publish the award-winning monthly comics anthology ""warrior""."
common_voice_en_41519856_resampled.wav	Political picture both thomystically and international in dirt dutch attempts at coll formulation	Political pressures, both domestic and international, hindered dutch attempts at goal formulation.
common_voice_en_41519857_resampled.wav	Those foolds as his bacterial contemination and require no pean	Those foods resist bacterial contamination and require no cooking.
common_voice_en_41519858_resampled.wav	Reducing protection monitarian instruments should be calipated in terms of those equalled quantities	Radiation protection monitoring instruments should be calibrated in terms of dose equivalent quantities.
common_voice_en_41519859_resampled.wav	He would so the pontitian estan officer or crusty for forty six years	He would serve the foundation as an officer or trustee for forty-six years.
common_voice_en_41520776_resampled.wav	Hello dos don ker haleap cour miranam have a harb	The game has two main modes.
common_voice_en_41521099_resampled.wav	Lest tovea sidofacts such as nauge an vomiting were still common	Less severe side-effects such as nausea and vomiting were still common.
common_voice_en_41521100_resampled.wav	They alver see articles within the periodical	They oversee articles within the periodical
common_voice_en_41521101_resampled.wav	During the same period the unit lost his first member ever to enemy fire	During the same period the unit lost its first member ever to enemy fire.
common_voice_en_41521102_resampled.wav	A champion de use of null models in community cology	He championed the use of null models in community ecology.
common_voice_en_41521103_resampled.wav	The jury was unable to reach a verdict for the other four defendants	The jury was unable to reach a verdict for the other four defendants.
common_voice_en_41522169_resampled.wav	In the mider lage beer girls was the position of ther were lots toies through er laters	In the middle ages, birieux was a possession of the lords of thoire-villars.
common_voice_en_41522170_resampled.wav	De parens all des chasters how calld opset decloting conteporaries alders fom charles de handegirste	The town's oldest churches have collapsed, including canterbury's oldest stone church, the holy trinity.
common_voice_en_41522171_resampled.wav	Glaysome wast wives mady prettyweseosly	Gleason was twice married previously.
common_voice_en_41522172_resampled.wav	Der was i notroqrelum ar decomentry on cosplay	There was another film, a documentary on cosplay.
common_voice_en_41522173_resampled.wav	Count ye watter for our ties to mount de rangers de nocka mill at all mons en de calmary ger mons	County waterford has two mountain ranges, the knockmealdown mountains and the comeragh mountains.
common_voice_en_41522183_resampled.wav	This eliction te rare sit thar blushet that ther laberers careply coromans in waking	This election re-established the liberals as a credible government-in-waiting.
common_voice_en_41522184_resampled.wav	He was pardin quil la lomper end wasitucetit rictori instratun	Lee was born in kuala lumpur and was educated at victoria institution.
common_voice_en_41522185_resampled.wav	B mainte dede his procission an chairman of dear barb yo matellor his his debt	Bill maintained his position as chairman of the board until his death.
common_voice_en_41522186_resampled.wav	Chamber is line she should go to jail	Chambers is lying, he should go to jail.
common_voice_en_41522187_resampled.wav	It waste secum nicolor recoto bosp india	It was the second nuclear reactor to be built in india.
common_voice_en_41522188_resampled.wav	Ofty pamele ha fled tor praginlencetuoscat this doom	Many of the family had fled to foreign lands to escape this doom.
common_voice_en_41522189_resampled.wav	Midol be lef der kin torm kink torum alf memoir and morentolf fidigrams	Mira bai left the kingdom of mewar and went on pilgrimages.
common_voice_en_41522190_resampled.wav	Ily	Musicians collaborating on this album include stevie wonder and lady saw.
common_voice_en_41522342_resampled.wav	River rafting can be undertaken at this point	River rafting can be undertaken at this point.
common_voice_en_41522343_resampled.wav	Regular follow ups are recommended	Regular follow-ups are recommended.
common_voice_en_41522344_resampled.wav	The small terminal building has a food service and car rental office	The small terminal building has a food service and car rental office.
common_voice_en_41522345_resampled.wav	Refer to the legislation for more specific information	Refer to the legislation for more specific information.
common_voice_en_41522346_resampled.wav	It runs southwest from bath in summer set through wells glastonbery street and bridgewater	It runs south-west from bath in somerset through wells, glastonbury, street and bridgwater.
common_voice_en_41522347_resampled.wav	Its larva are shaped like leaves which actually get smaller before transforming into adults	Its larvae are shaped like leaves, which actually get smaller before transforming into adults.
common_voice_en_41522348_resampled.wav	He was then ordered to raise his shirt and the explosive spelt was discovered	He was then ordered to raise his shirt and the explosives belt was discovered.
common_voice_en_41522349_resampled.wav	Its county seat is wadesborough	Its county seat is wadesboro.
common_voice_en_41522350_resampled.wav	Many of the robbery scenes were filmed around uxbridge moor	Many of the robbery scenes were filmed around uxbridge moor.
common_voice_en_41522351_resampled.wav	Molin played his first twelve seasons with the tigers	Mullin played his first twelve seasons with the tigers.
common_voice_en_41525598_resampled.wav	A handkiss was considered a respectful way for a gentleman to greet a lady	A hand-kiss was considered a respectful way for gentleman to greet a lady.
common_voice_en_41525599_resampled.wav	The british hired american despite promising otherwise	The british hired americans despite promising otherwise.
common_voice_en_41525600_resampled.wav	Stephen didn't take a penalty and england went out	Steven didn't take a penalty and england went out.
common_voice_en_41525601_resampled.wav	Banaman trained in the royal academy of dramatic art	Bannerman trained in the royal academy of dramatic art.
common_voice_en_41525602_resampled.wav	The green border on each side alludes to the jungle of their country	The green border on each side alludes to the jungle of that country.
common_voice_en_41525603_resampled.wav	A low number indicated an earlier enlistment	A low number indicated an early enlistment.
common_voice_en_41525604_resampled.wav	Well i'll do it	Well, i’ll do it.
common_voice_en_41525605_resampled.wav	Jacki and maxell also have symnyms who are brought up by their biological parents	Jackie and maxwell also have siblings who were brought up by their biological parents.
common_voice_en_41525606_resampled.wav	The diagram on the left shows a problem by merus love havella	The diagram on the left shows a problem by miroslav havel.
common_voice_en_41525607_resampled.wav	The latter too were making a w at the taping	The latter two were making their debut at the taping.
common_voice_en_41525813_resampled.wav	Many activities are offered such as the castle of challenges	"Many activities are offered such as the ""castle of challenges""."
common_voice_en_41525814_resampled.wav	Just to like the play the film was also a critical and commercial success	Just like the play, the film was also a critical and commercial success.
common_voice_en_41525815_resampled.wav	Envidialator bought the sychnology and used it in its sterio diver for windows	Nvidia later bought the technology and used it in its stereo driver for windows.
common_voice_en_41525816_resampled.wav	It was with david piper that atword developed perhaps his longgest lastin professional relationship	It was with david piper that attwood developed perhaps his longest lasting professional relationship.
common_voice_en_41525817_resampled.wav	Within a few years he was the most prominent london builder of his age	"Within a few years he was ""the most prominent london builder of his age""."
common_voice_en_41525933_resampled.wav	The british heavy metal band iron maiden was named after the torture device	The british heavy metal band iron maiden was named after the torture device.
common_voice_en_41525935_resampled.wav	It was produced by canadian producer felix leon	It was produced by canadian producer felix leone.
common_voice_en_41525936_resampled.wav	Women have contributed to hiphop's evolution in britain from the beginning	Women have contributed to hip hop's evolution in britain from the beginning.
common_voice_en_41525937_resampled.wav	Left supporter an ape with a urin flask	Left supporter an ape with a urine flask.
common_voice_en_41525939_resampled.wav	Five years later his mother took him to paris where he found a patron	Five years later his mother took him to paris, where he found a patron.
common_voice_en_41525953_resampled.wav	Most of the other farm buildings date from after the fire	Most of the other farm buildings date from after the fire.
common_voice_en_41525954_resampled.wav	It was built by the lambeth firm of engineers maudeslegt and field	It was built by the lambeth firm of engineers maudslay and field.
common_voice_en_41525955_resampled.wav	Cherokee county is divided into fourteen townships	Cherokee county is divided into fourteen townships.
common_voice_en_41525956_resampled.wav	Heim is central to oxygen sensing and utilization in virtually all living organisms	Heme is central to oxygen sensing and utilization in virtually all living organisms.
common_voice_en_41525957_resampled.wav	The product of macrodec's a dexter in solution was launched four years later	The product macrodex, a dextran solution, was launched four years later.
common_voice_en_41525998_resampled.wav	Alternatly the first element has been identified as galish dago good	"Alternatively, the first element has been identified as gaulish ""dago"" ""good""."
common_voice_en_41525999_resampled.wav	He has also registered two career safeties and has two career fieldfuld blocks	He has also registered two career safeties and has two career field goal blocks.
common_voice_en_41526000_resampled.wav	I remember e dinte ma oon cert an  pigty butty	As many as fifty burials and twelve caches have been recovered from tayasal.
common_voice_en_41526001_resampled.wav	It may have been named for revolutionary war hero nathaniel green	It may have been named for revolutionary war hero nathanael greene.
common_voice_en_41526002_resampled.wav	They broke into some money boxes and destroyed a few things	They broke into some money boxes and destroyed a few things.
common_voice_en_41526013_resampled.wav	Griffin and leek had shared ownership of the stations for many years	Griffin and leake had shared ownership of the stations for many years.
common_voice_en_41526014_resampled.wav	Deep braiing stimulation is currently under study as a treatment for depression	Deep brain stimulation is currently under study as a treatment for depression.
common_voice_en_41526015_resampled.wav	That same year evidence of the use of fire at the cave was accepted	That same year evidence of the use of fire at the cave was accepted.
common_voice_en_41526016_resampled.wav	Historically the order of precedence had been a matter of great dispute	Historically, the order of precedence had been a matter of great dispute.
common_voice_en_41526017_resampled.wav	He had come into the wrong room and thought rimmor was his mamma	He had come into the wrong room and thought rimmer was his mum.
common_voice_en_41526684_resampled.wav	Anno hooy hoy	Time seems to come to a standstill, reality becomes unreal.
common_voice_en_41526710_resampled.wav	Omet any wid di ien e	Rice and water were deposited before the two dummy figures.
common_voice_en_41526711_resampled.wav	E ye up giv yikery it's newly vordereric it's you	Hiking activity peaks during holy week each year, with climbers numbering to the thousands.
common_voice_en_41526712_resampled.wav	These what bood bod greely me	This film was both a critical and commercial disappointment.
common_voice_en_41526713_resampled.wav	A wod wi vau	The centre and rear fuselage structures were conventional, with a modified tornado fin.
common_voice_en_41526714_resampled.wav	Loo mice	Federman, who was jewish, was born in montrouge, france.
common_voice_en_41526836_resampled.wav	The song received highly negative reviews from the audience and the actors alike	The song received highly negative reviews from the audience and the actors alike.
common_voice_en_41526837_resampled.wav	The phrase was satirized in the viz strip baxter basics bah	"The phrase was satirised in the ""viz"" strip baxter basics."
common_voice_en_41526839_resampled.wav	Oyamata was born in setagaia tokio japan	Oyamada was born in setagaya, tokyo, japan.
common_voice_en_41526840_resampled.wav	Somner largely acted as the ban's leader a role he continued in new order	Sumner largely acted as the band's director, a role he continued in new order.
common_voice_en_41526841_resampled.wav	Arion hoped to force superman to retire and prevent the predictions from coming true	Arion hoped to force superman to retire and prevent the predictions from coming true.
common_voice_en_41526842_resampled.wav	New jersey has become a national leader in promoting transiate oriented development	New jersey has become a national leader in promoting transit oriented development.
common_voice_en_41526843_resampled.wav	Sharp was born a gutter snipe in the rookeries of london	Sharpe was born a guttersnipe in the rookeries of london.
common_voice_en_41526844_resampled.wav	The reason for these layoffs was because of low add revenue	The reason for these layoffs was because of low ad revenue.
common_voice_en_41526845_resampled.wav	Sometime afterwards mac lenlan's interest piqued in politics	Sometime afterwards, mcglennon's interest piqued in politics.
common_voice_en_41526846_resampled.wav	Member of the delegation for relations with canada	Member of the delegation for relations with canada.
common_voice_en_41526847_resampled.wav	It occasionally suffers floods	It occasionally suffers floods.
common_voice_en_41526848_resampled.wav	It consisted of nine members mostly mele and wielded full political and military power	It consisted of nine members, mostly malay, and wielded full political and military power.
common_voice_en_41526849_resampled.wav	Then the sea began turning salt	Then the sea begun turning salt.
common_voice_en_41526850_resampled.wav	In macbeth by william shakespeare the witches include tartar's lips in their potion	"In ""macbeth"", by william shakespeare, the witches include tartars' lips in their potion."
common_voice_en_41527034_resampled.wav	The shoulders and croup are sloping connected by a short back	The shoulders and croup are sloping, connected by a short back.
common_voice_en_41527035_resampled.wav	How this effects other aspects of the presence has yet to be seen	How this affects other aspects of the presence has yet to be seen.
common_voice_en_41527036_resampled.wav	Without confirmation from the senate lucillus moved east into pontus	Without confirmation from the senate, lucullus moved east into pontus.
common_voice_en_41527037_resampled.wav	It is a famous tourist's destination in north malabar	It is a famous tourist destination in north malabar.
common_voice_en_41527038_resampled.wav	The eguala flagfare is held in late february annually	The iguala flag fair is held in late february annually.
common_voice_en_41527039_resampled.wav	Women tended to be affected more than men	Women tended to be affected more than men.
common_voice_en_41527040_resampled.wav	The lusaca open was not held in those years	The lusaka open was not held in those years.
common_voice_en_41527041_resampled.wav	They tried to acculturate them to portuguese ways	They tried to acculturate them to portuguese ways.
common_voice_en_41527042_resampled.wav	One block of land is occupied only by natural bush land	One block of land is occupied only by natural bushland.
common_voice_en_41527043_resampled.wav	Porter wrote mainly children's literature adventure stories and romance fiction	Porter wrote mainly children's literature, adventure stories, and romance fiction.
common_voice_en_41527044_resampled.wav	Hyeland cardilage caps the long bones and the spinal vernebry	Hyaline cartilage caps the long bones and the spinal vertebrae.
common_voice_en_41527045_resampled.wav	He also wrote many poems and stories	He also wrote many poems and stories.
common_voice_en_41527046_resampled.wav	It is the first foreign library in napal	It is the first foreign library in nepal.
common_voice_en_41527047_resampled.wav	It is within the shayann river indian reservation	It is within the cheyenne river indian reservation.
common_voice_en_41527048_resampled.wav	He taught as an adgulent professor at the university of southern california	He taught as an adjunct professor at the university of southern california.
common_voice_en_41527049_resampled.wav	The investigation resulted in no action	The investigation resulted in no action.
common_voice_en_41527050_resampled.wav	The community is named after landowner horace averil	The community is named after landowner horace averill.
common_voice_en_41527051_resampled.wav	Ponero himself demanded that duardi surrender which he finally agreed to do	Paunero himself demanded that duarte surrender, which he finally agreed to do.
common_voice_en_41527052_resampled.wav	Albatross and clean my wounds were radio hits	"Albatross and ""clean my wounds"" were radio hits."
common_voice_en_41527053_resampled.wav	The lower section is early english up to the sill of the belfry windows	The lower section is early english up to the sill of the belfry windows.
common_voice_en_41527054_resampled.wav	The first generation silhouet was not available in canada	The first generation silhouette was not available in canada.
common_voice_en_41527055_resampled.wav	The city is divided into four wards	The city is divided into four wards.
common_voice_en_41527056_resampled.wav	The team was based in saint catharine's onterrio canada	The team was based in saint catharines, ontario, canada.
common_voice_en_41527057_resampled.wav	He also knows of the wiralians now called altar rans	He also knows of the werelians, now called alterrans.
common_voice_en_41527058_resampled.wav	He sits among his alcoholic fellows at the cocktail houer	He sits among his alcoholic fellows at the cocktail hour.
common_voice_en_41527059_resampled.wav	These cards can be used at any store that accepts the american express brand	These cards can be used at any store that accepts the american express brand.
common_voice_en_41527060_resampled.wav	After dinner we will sit in the verandah	After dinner we will sit in the verandah.
common_voice_en_41527061_resampled.wav	This led to dismissive judgments from other professionals	This led to dismissive judgements from other professionals.
common_voice_en_41527062_resampled.wav	Lyceus issued a number of bilanguil indian coins	Lysias issued a number of bilingual indian coins.
common_voice_en_41527063_resampled.wav	This section links to chichester harbour at burtham with the junction at hunstern	This section links to chichester harbour at birdham with the junction at hunston.
common_voice_en_41527064_resampled.wav	The mouth is located at the center of this plate	The mouth is located at the center of this plate.
common_voice_en_41527065_resampled.wav	Clipping is also known as truncation or shortening	"Clipping is also known as ""truncation"" or ""shortening."
common_voice_en_41527066_resampled.wav	Both were released on his rotter's golf club imprint	Both were released on his rotters golf club imprint.
common_voice_en_41527067_resampled.wav	The ancient town amphidolus was located near present caratula	The ancient town amphidolis was located near present karatoula.
common_voice_en_41527068_resampled.wav	Poet and author readings are also part of the programme such as classic concerts	Poet and author readings are also part of the program, such as classic concerts.
common_voice_en_41527069_resampled.wav	The following teams have advanced to elimination rounds in the european cup	The following teams have advanced to elimination rounds in the european cup.
common_voice_en_41527070_resampled.wav	This fact is important for various relations between m theory and superstring theory	This fact is important for various relations between m-theory and superstring theory.
common_voice_en_41527071_resampled.wav	They were henceforth elected by the senate from among its own members	They were henceforth elected by the senate from among its own members.
common_voice_en_41527072_resampled.wav	Zander attempts to help buffy but his of little help	Xander attempts to help buffy but is of little help.
common_voice_en_41527073_resampled.wav	Tufich therefore became eir apparent	Tewfik therefore became heir-apparent.
common_voice_en_41527074_resampled.wav	The dear isaac is now dosing himself with the mustard of dijon	The dear isaac is now dosing himself with the mustard of dijon.
common_voice_en_41527075_resampled.wav	Many noted that people will never even know omaha exists	Many noted that people will never even know omaha exists.
common_voice_en_41527076_resampled.wav	He missed one game that season with foot injury	He missed one game that season with foot injury.
common_voice_en_41527077_resampled.wav	Carawhan is a cousin of the folk musician guy karawhan	Carawan is a cousin of the folk musician guy carawan.
common_voice_en_41527078_resampled.wav	This variable presentation of his anatomy remains an unresolved issue	This variable presentation of his anatomy remains an unresolved issue.
common_voice_en_41527079_resampled.wav	Haxy was deprived of his title and his possessions	Haxey was deprived of his title and his possessions.
common_voice_en_41527080_resampled.wav	Laura is easily knocked aside trying to attack ricky	Laura is easily knocked aside trying to attack ricky.
common_voice_en_41527081_resampled.wav	She was part of the russian new way of literary movement	She was part of the russian new wave literary movement.
common_voice_en_41527082_resampled.wav	Additionally the airport is used by general aviation and features several hangers for charters	Additionally, the airport is used by general aviation and features several hangars for charters.
common_voice_en_41527083_resampled.wav	He was just a d'uche	He was just a douche.
common_voice_en_41527084_resampled.wav	It celebrates mothers and daughters and the mysteries of the lifecycle	It celebrates mothers and daughters and the mysteries of the life cycle.
common_voice_en_41527085_resampled.wav	Radrige's teaches dance in new york city	Rodriguez teaches dance in new york city.
common_voice_en_41527086_resampled.wav	Volcanic and other rock formations are common throughout the region	Volcanic and other rock formations are common throughout the region.
common_voice_en_41527087_resampled.wav	He regains consciousness when the train has continued beyond the end of the line	He regains consciousness when the train has continued beyond the end of the line.
common_voice_en_41527088_resampled.wav	Further effects were added in postproduction which included the addition of newborn insectoids	Further effects were added in post-production, which included the addition of newborn insectoids.
common_voice_en_41527089_resampled.wav	These trees have since disappeared	These trees have since disappeared.
common_voice_en_41527090_resampled.wav	Gould and strisand later married	Gould and streisand later married.
common_voice_en_41527091_resampled.wav	The chinese army has a small bass near by	The chinese army has a small base nearby.
common_voice_en_41527092_resampled.wav	Hoap's performances consisted of his typical joke and celebrity filled blackout sketches	Hope's performances consisted of his typical joke- and celebrity-filled blackout sketches.
common_voice_en_41527093_resampled.wav	It's hard to make generalizations about humans but your human character has these traits	It’s hard to make generalizations about humans, but your human character has these traits
common_voice_en_41527104_resampled.wav	Words that are not slang any more tend to be adapted to portuguese orthography	Words that are not slang anymore tend to be adapted to portuguese orthography.
common_voice_en_41527105_resampled.wav	This can be achieved by left multiplication with an appropriate patrix	This can be achieved by left-multiplication with an appropriate matrix.
common_voice_en_41527106_resampled.wav	Yancton was the first capital of ducota territory	Yankton was the first capital of dakota territory.
common_voice_en_41527107_resampled.wav	The following is the compellation of wycopedia hit record lists from around the world	The following is a compilation of wikipedia hit record lists from around the world.
common_voice_en_41527108_resampled.wav	The regiment has both a regular force and a primary reserve unit	The regiment has both a regular force and a primary reserve unit.
common_voice_en_41527109_resampled.wav	A short lived secessionous regime in the cabinda enclave of angola	A short-lived secessionist regime in the cabinda enclave of angola.
common_voice_en_41527110_resampled.wav	We have made ready provisions for you on the journey	We have made ready provisions for you on the journey.
common_voice_en_41527111_resampled.wav	Here he was given several broader assignments as well	Here he was given several broader assignments as well.
common_voice_en_41527112_resampled.wav	France then exiled him to the canary islands	Franco then exiled him to the canary islands.
common_voice_en_41527123_resampled.wav	This includes the largest area of rain forest in southeast queensland	This includes the largest area of rainforest in south east queensland.
common_voice_en_41527124_resampled.wav	The more the player accomplishes the better his skills will become	The more the player accomplishes, the better his skills will become.
common_voice_en_41527125_resampled.wav	After the decisive charges of polish uhlans the battle resulted in a french victory	After the decisive charges of polish uhlans, the battle resulted in a french victory.
common_voice_en_41527126_resampled.wav	Following in corporation a village board was elected and a police magistrate and marshal appointed	Following incorporation a village board was elected and a police magistrate and marshal appointed.
common_voice_en_41527127_resampled.wav	The margins of the globes are not ciliate	The margins of the lobes are not ciliate.
common_voice_en_41527133_resampled.wav	I was a spunky smartashed kid	I was a spunky, smart-assed kid.
common_voice_en_41527134_resampled.wav	Despite this liz maintains hope that she and max will one day be together	Despite this, liz maintains hope she and max will one day be together.
common_voice_en_41527135_resampled.wav	He returned to massachusetts where he remained politically active in the state canidit	He returned to massachusetts, where he remained politically active in the state.
common_voice_en_41527136_resampled.wav	The magazine also contained information about club events	The magazine also contained information about club events.
common_voice_en_41527137_resampled.wav	Two other two candidates declined the offer considering that olibiers experienced fighting scales	Two other two candidates declined the offer considering that olivier's experienced fighting skills.
common_voice_en_41527148_resampled.wav	The hedalgo public library serves adalgo	The hidalgo public library serves hidalgo.
common_voice_en_41527149_resampled.wav	Various models by hallicrafters hammerland and even home made models from heathkitt have been popular	Various models by hallicrafters, hammarlund and even home-made models from heathkit have been popular.
common_voice_en_41527150_resampled.wav	I repeated every word of the letter twice over	I repeated every word of the letter twice over.
common_voice_en_41527151_resampled.wav	The railway went abroad to switzerland home of most of the world's cog railways	The railway went abroad, to switzerland, home of most of the world's cog railways.
common_voice_en_41527152_resampled.wav	While the rest of greece fell to the ottoman turks manai remained free	While the rest of greece fell to the ottoman turks, mani remained free.
common_voice_en_41527163_resampled.wav	San salvanor is parish church of a parish in the vicariot of san marco castello	San salvador is parish church of a parish in the vicariate of san marco-castello.
common_voice_en_41527164_resampled.wav	Upon its release the alblem received mediocre reviews from critics	Upon its release the album received mediocre reviews from critics.
common_voice_en_41527165_resampled.wav	The group supported the alblem by touring with santana	The group supported the album by touring with santana.
common_voice_en_41527166_resampled.wav	The basic game includes a starting adventure set in a gladiator school	The basic game includes a starting adventure set in a gladiator school.
common_voice_en_41527167_resampled.wav	Dignity and the other in person in the episode she of little faith	"Dignity,"" and the other in person in the episode ""she of little faith""."
common_voice_en_41527168_resampled.wav	He was possumously awarded the navy cross for distinguished service and extraordinary heroism	"He was posthumously awarded the navy cross for ""distinguished service and extraordinary heroism""."
common_voice_en_41527169_resampled.wav	Its postal town is dis norfolk england	Its postal town is diss, norfolk, england.
common_voice_en_41527170_resampled.wav	A few additional class rooms would be added over the next few years	A few additional classrooms would be added over the next few years.
common_voice_en_41527171_resampled.wav	Do what you want	Do what you want.
common_voice_en_41527172_resampled.wav	These events are the subject of many ballush heroic ballads	These events are the subject of many baloch heroic ballads.
common_voice_en_41527173_resampled.wav	Many such systems will not require access to dates	Many such systems will not require access to dates.
common_voice_en_41527174_resampled.wav	The first chamber was chaired by mettie ben barca	The first chamber was chaired by mehdi ben barka.
common_voice_en_41527175_resampled.wav	They recommended that it be repealed	They recommended that it be repealed.
common_voice_en_41527176_resampled.wav	He gradually organized settlers including trying to train some military skills	He gradually organized settlers, including trying to train some military skills.
common_voice_en_41527177_resampled.wav	He recommended an anti monopoly bureau that could investigate prices and recommend prosecutions	He recommended an anti-monopoly bureau that could investigate prices and recommend prosecutions.
common_voice_en_41527178_resampled.wav	Cynthia becomes first of the three women who want to marry mike	Cynthia becomes first of the three women who want to marry mike.
common_voice_en_41527179_resampled.wav	Syniplex is also a joint partner in the scene loyalty programme with scotia bank	Cineplex is also a joint partner in the scene loyalty program with scotiabank.
common_voice_en_41527180_resampled.wav	He later recanted the confession	He later recanted the confession.
common_voice_en_41527181_resampled.wav	This list is by no means exhaustive	This list is by no means exhaustive.
common_voice_en_41527182_resampled.wav	The normal clutch is two white eggs incubated by both sexes	The normal clutch is two white eggs, incubated by both sexes.
common_voice_en_41527188_resampled.wav	Slogans from the film were appearing on many real walls much to pelise's irritation	Slogans from the film were apperaing on many real walls, much to police's irritation.
common_voice_en_41527189_resampled.wav	Canadian champed the following year would become canadian horse of the year	Canadian champ the following year would become canadian horse of the year.
common_voice_en_41527190_resampled.wav	However lewis was an unused substitute for both games	However, lewis was an unused substitute for both games.
common_voice_en_41527191_resampled.wav	Additional stellar components of the star system are suspected	Additional stellar components of the star system are suspected.
common_voice_en_41527192_resampled.wav	He was later diagnosed with a testicular contusion	He was later diagnosed with a testicular contusion.
common_voice_en_41527208_resampled.wav	Farmer australian olympic champion herb eliot brought the olympic flame into the stadium	Former australian olympic champion herb elliott brought the olympic flame into the stadium.
common_voice_en_41527209_resampled.wav	This means that each unit receives all the information transmitted	This means that each unit receives all the information transmitted.
common_voice_en_41527210_resampled.wav	This was converted into a sports car however	This was converted into a sports car, however.
common_voice_en_41527211_resampled.wav	In most cases a lagand binds to a membrane spanning recepter protine molecule	In most cases, a ligand binds to a membrane-spanning receptor protein molecule.
common_voice_en_41527212_resampled.wav	Marropenhem would be suitable for treatment	Meropenem would be suitable for treatment.
common_voice_en_41527606_resampled.wav	The title is a lyric from their polt their song the politics of time the title is a lyric from their song the politics of time	The title is a lyric from their song the politics of time.
common_voice_en_41527607_resampled.wav	It flows into lore near ponte debray in laveny	"It flows into the loir near ""pont-de-braye"", in lavenay."
common_voice_en_41527608_resampled.wav	The cindrum has neuro muscular and andocrine manifestations	The syndrome has neuromuscular and endocrine manifestations.
common_voice_en_41527609_resampled.wav	After lacal's death nora married charles who was now working as a miner	After lacaille's death nora married charles who was now working as a miner.
common_voice_en_41527610_resampled.wav	Meare also committed himself to historical research	Mir also committed himself to historical research.
