filename	transcription
common_voice_en_41290457_resampled.wav	HE DIED WITHOUT ISSUING IT
common_voice_en_41290458_resampled.wav	SHROPSHIRE HAS THE HIGHEST EDUCATIONAL ATTAINMENT IN THE WEST MIDLAND REGION
common_voice_en_41290459_resampled.wav	IT ALSO SERVES AS ONE OF THE FILMS MANY NODS TO NATIVE AMERICAN CULTURE
common_voice_en_41290465_resampled.wav	ELIGIBLE FACILITIES CAN BE LOCATED IN ENGLAND SCOTLAND WALES OR NORTHERN ISELAND
common_voice_en_41290466_resampled.wav	SEVERAL OF THESE FLOODS INUNDATED THE CITY OF HIMARA
common_voice_en_41290467_resampled.wav	MEMPHIS CHAMPIONSHIP WRESTLINGS TULLIVERT SHOW A LEAST
common_voice_en_41290468_resampled.wav	THE CITY OF MADISON IS SERVED BY THE MADISON COUNTY SCHOOL DISTRICT
common_voice_en_41290469_resampled.wav	WOLF CLAIMS THAT THE UNIVERSITY OF TEXAS SYSTEM HAS HANDLED THE INVESTIGATION INTO RAMO'S CONDUCT
common_voice_en_41290470_resampled.wav	THIS EVENT INSPIRED HARRIS TO PAINT HIS A MEETING OF THE SCHOOL TRUSTEES
common_voice_en_41290471_resampled.wav	THE SEVENTH SERIES WAS LATER COLLECTED INTO A TRADE PAPER BACK ENTITLED WHAT IF
common_voice_en_41290472_resampled.wav	HER YOUNGER SISTER MAQETA ALSO COMPETED ON THE PROFESSIONAL TOUR
common_voice_en_41290473_resampled.wav	CHAKOTIN IS ALSO THE NAME OF THE RIVER DRAINING N
common_voice_en_41290474_resampled.wav	HER HUSBAND WENT AS CAPTAIN BLACKWOOD OF THE ROYAL NAVY
common_voice_en_41290475_resampled.wav	THIS WILL BE THE EUROPEAN DBU OF THE TEAM
common_voice_en_41290476_resampled.wav	MOST MODELS OF SCIENTIFIC CHANGE RELY ON NEW DATA PRODUCED BY SCIENTIFIC EXPERIMENT
common_voice_en_41290477_resampled.wav	PENSACOLA MADE STEADY PROGRESS TOWARDS TULAGI
common_voice_en_41290478_resampled.wav	LATER HE BECAME THE PRINCIPAL OF RERHENDRI COLLEGE AT SHAPERA
common_voice_en_41290479_resampled.wav	THE HIGHER NUMBERS OF THE SCALE ARE BASED ON OBSERVED STRUCTURAL DAMAGE
common_voice_en_41290480_resampled.wav	BUT AS STATUS IN HIS LIFE STYLE CHANGED DRAMATICALLY
common_voice_en_41290481_resampled.wav	THREE VERSIONS OF THE PURE WERE CONSTRUCTED BY MAN AND MODIFIED BY NATURE
common_voice_en_41290482_resampled.wav	MARKET CAP REFECTS ONLY THE EQUITY VALUE OF A COMPANY
common_voice_en_41290488_resampled.wav	BLACK WAS COACHED BY MIKESMITH IN MIKE WHITTINGHAM AND WAS SPONSORED BY REEBUCH
common_voice_en_41290489_resampled.wav	IT IS THE VERSION MASCOT AND FIRST PARTNER POKEMON FOR THE GAME
common_voice_en_41290490_resampled.wav	EXTINGUISHES OUR METHODS OF EXTINGUISHING TORCHES AND ARE THE TRADITIONAL HOLEMARCH OF FIRE EATING
common_voice_en_41290491_resampled.wav	IF ONE OF THESE FIBRES IS BROKEN LINK HAS BECOME ONE WAY OR UNDIRECTIONAL
common_voice_en_41290492_resampled.wav	SEVERAL SUCH PLACES ARE KNOWN FROM INSCRIPTIONS WHO HAVE EXISTED IN ATHENS
common_voice_en_41290493_resampled.wav	PRIMARILY AGENTS ARE USED TO BROKER AND NEGOTIATE CONTRACTS FOR THE CLIENTS
common_voice_en_41290494_resampled.wav	THE NEW PERIOD OF INDEPENDENCE HAD BEGUN
common_voice_en_41290495_resampled.wav	THE STATIONS BADGED FEATURES A VERTICAL SWORD THROUGH A CROWN
common_voice_en_41290496_resampled.wav	EVEN BEFORE THE UNION WITH ROMANIA ETHNICREMANIANS COMPRISED THE OVERAL MAJORITY IN TRANNSYLVANIA
common_voice_en_41290497_resampled.wav	ZELMA'S SISTER SYLVIA WAS MARRIED TO ANOTHER BLACK WIT ITS GREENWITER PAULYERICO
common_voice_en_41290503_resampled.wav	BORO SUBSEQUENTLY WROTE TWO BOOKS ON SEXUAL ETIQUETTE
common_voice_en_41290504_resampled.wav	KNOWN AS BASTER PATROLS THESE ATTACKS WERE USUALLY CELEBRATED LATER AT A LOCAL TAVERN
common_voice_en_41290505_resampled.wav	HE SPARES HER LIFE ON THE CONDITION THAT HE BECOMES HIS WIFE
common_voice_en_41290506_resampled.wav	THIS MODERNIZATION PROCESS ATTRACTED A NEW AND YOUNGER PARTY MEMBERSHIP
common_voice_en_41290507_resampled.wav	HE RAPED THE GIRL AFTER ASKING HER FOR DIRECTIONS
common_voice_en_41290508_resampled.wav	A RAILWAY WAS TO BE BUILT WITH SEPARATE CARRIAGES FOR BLACK AND WHITE PEOPLE
common_voice_en_41290509_resampled.wav	HOWEVER EMPEROR CHISANG WAS ALSO A DRUNKARD AND LIKED TO HUNT
common_voice_en_41290510_resampled.wav	THE POPULATION IS CONCENTRATED IN THE RELATIVELY BROAD NAMSEN RIVER VALLEY AT THE CENTER
common_voice_en_41290511_resampled.wav	DESIGNS WERE RECEIVED FROM DONIA GOTHA ARDO AND FOCUF
common_voice_en_41290512_resampled.wav	SAINT OUBOT'STOWN IS LOCATED ON THE SHORE OF LANE CHAMPLAIN
common_voice_en_41290518_resampled.wav	THE WINDWARDS ARE YET TO WIN A SINGLE ONE
common_voice_en_41290519_resampled.wav	CRAB CAKES ARE PARTICULARLY POPULAR ALONG THE COASTS OF THE MID ATLANTIC STATES
common_voice_en_41290520_resampled.wav	HE'S THE AUTHOR OF A POEM IM PEDURISTRY
common_voice_en_41290521_resampled.wav	SEVEN RUNNERS INCLUDING RAVENDIUS DID NOT FINISH THE RACE
common_voice_en_41290522_resampled.wav	NEARBY INDIAN LAKE WAS ONCE KNOWN AS THE LEUSE AN RESERVOIR AFTER THIS SETTLEMENT
common_voice_en_41290523_resampled.wav	SERBIAN HISTORIOGRAPHY COMMONLY TREATS HIM AS THE FIRST SERBIAN ROLLER
common_voice_en_41290524_resampled.wav	THEY ARE SET IN SQUILL COLOURS OF GREEN BLACK SILVER AND GOLD
common_voice_en_41290525_resampled.wav	THE ASSEMBLY HAS ELEVEN MEMBERS IN ONE MARE
common_voice_en_41290526_resampled.wav	ITIS THE STANDARD BY WHICH ALL REAL TIME STRATEGY GAMES ARE JUDGED
common_voice_en_41290527_resampled.wav	PUR THE TREATY ITALY PROMISED FINANCIAL ASSISTANCE IN MILITARY SUPPLIES
common_voice_en_41290528_resampled.wav	AT ONE TIME IT WAS THE LEADING GUNLINE SCIENCE FICTION MAGAZINE
common_voice_en_41290529_resampled.wav	BEULEN IS TRADITIONAL MEDICAL URBALISTS PRACTISING OUT OF HIS HOME IN EDINBURG DUNBOYNE
common_voice_en_41290530_resampled.wav	THE FLUID DOES NOT NECESSARILY BOIL
common_voice_en_41290531_resampled.wav	TWO INDEPENDENTS ONA HEATED THE ELECTION
common_voice_en_41290532_resampled.wav	IT IS AN IMPORTANT NORTHEASTERN STOP OVER FOR MIGRATORY RAPTUR AND WATERFOLL SPECIES
common_voice_en_41290543_resampled.wav	ITS MEMBERS WERE FOR THE MOST PART NATIONAL LIBERALS
common_voice_en_41290544_resampled.wav	THEREFORE THERE IS NOT A SINGLE MONOLITHIC ETGO SYSTEM FOR THE ENTIRE ROCKY MOUNTAIN RANGE
common_voice_en_41290545_resampled.wav	THE OFFSER CAMPIS OF KRITTON UNIVERSITY IS LOCATED AT BALESTER
common_voice_en_41290546_resampled.wav	ABNORMALITIES ARE SEEN IN THE BASIL GANGLIA AND DENTE NUCLEUS
common_voice_en_41290547_resampled.wav	THE BLACK HORSE VICTORINUS AVERS SIGNIFIES FAMINES IN THE TIME OF THE ANTICHRIST
common_voice_en_41290548_resampled.wav	THAT THERE WAS FORMERLY DENSE FOREST IN PLACE OF CHACK VILLAGE
common_voice_en_41290549_resampled.wav	ALL TRACKS BY TREVERKEITH AND SCOTT SCHIFFIELD EXCEPT WEARE NOTED
common_voice_en_41290550_resampled.wav	JOHN'S CROSS REFERS TO THE NORMERN CASTLE BUILT AROUND CASTLE POINT
common_voice_en_41290551_resampled.wav	JUST I WANTS TO FOLLOW TAXES NOW
common_voice_en_41290552_resampled.wav	ITS COLLECTION HAS BEEN NAMED AS OUTSTANDING BY THE MEDIA
common_voice_en_41291089_resampled.wav	TEERLINE NEVER COMMENCED SERVICE TO MUSSELSOLES
common_voice_en_41291090_resampled.wav	HE ALSO CONTRIBUTED A SOIL ON A KICKS RECORD
common_voice_en_41291091_resampled.wav	BUT DON'T GO OUT AND KICK PEOPLE'S BUTTS
common_voice_en_41291092_resampled.wav	IN MY YOUTH I HAD FIXED ERS
common_voice_en_41291093_resampled.wav	HE WAS ALSO A CONTRIBUTOR TO LEFT REVIEW
common_voice_en_41291104_resampled.wav	ONE OF THE MOST STRINGENT CRITICISMS OF TIME BAKING IS ITS ORGANIZATIONAL SUSTAINABILITY
common_voice_en_41291105_resampled.wav	THE FIRST DATE TO BE FOUND IN BREACH OF THE GENESIDE CONVENTION WAS SERBIA
common_voice_en_41291106_resampled.wav	ALL PETALS EVENTUALLY FADE TO CREAM
common_voice_en_41291107_resampled.wav	NO AUDIOBOOK VERSION AVAILABLE
common_voice_en_41291108_resampled.wav	IMIK SONIC TAILS CANOSE WOM UNDERWATER
common_voice_en_41291129_resampled.wav	THE TOWNSHIP INCLUDES DECORIA CEMETERY
common_voice_en_41291130_resampled.wav	WHEN PEACE WAS DECLARED GIPSON WAS PROMOTED TO BRIGADIER GENERAL
common_voice_en_41291131_resampled.wav	PLINCE MEY HAV GEMY
common_voice_en_41291132_resampled.wav	PLACCHET WAKES UP AND FINDS OUT IT WAS A NIGHTMARE
common_voice_en_41291133_resampled.wav	THE DEER RIVER FLOWS NORTHWARD FROM THE NORTHWEST PART OF HERESBURG
common_voice_en_41291134_resampled.wav	HE TAKES OFFICE THE THIRD TUESDAY IN JANUARY AND HAD A THREE YEAR TERM
common_voice_en_41291135_resampled.wav	DESCRIBED AS ONE OF HER FINEST PORTRAITS
common_voice_en_41291136_resampled.wav	MUSOCINOART UNIVERSITY LIBRARY
common_voice_en_41291137_resampled.wav	HOWEVER THEIR MUSIC CONTINUES TO BE PLAYED AND RECORDED
common_voice_en_41291138_resampled.wav	IT FORMS PART OF THE DEFENCE ACADEMY OF THE UNITED KINGDOM
common_voice_en_41291154_resampled.wav	ONE OF HER STAINGLAST WINDOWS AS AT THE CHAMP TE MARIS METRE STATION IN MONTRIAL
common_voice_en_41291155_resampled.wav	THEIR DISTRIBUTION IS PENTROPICAL
common_voice_en_41291156_resampled.wav	AS SAID THE PROPHET JESUS CHRIST'S SON OF MARY
common_voice_en_41291157_resampled.wav	IF YOU FEEL YOU HAVE THIS KNOWLEDGE GO AHEAD AND CREATE THE PAGE
common_voice_en_41291158_resampled.wav	HE WROKS ON CONSTRUCTING SITES IN DUBAY
common_voice_en_41291164_resampled.wav	HOWEVER IN REALITY THE CHARACTERS AND PLOTLINES WERE LESS DEVELOPED THAN THE BRITISH SERIES
common_voice_en_41291165_resampled.wav	THE INTERIORS ARE MODERNIZED WITH BUS TYPE SEATING
common_voice_en_41291166_resampled.wav	INCUBENT JEFF LONGWELL RAN FOR REELECTION AND FACED BRANDON WHIPPLE IN THE RUN OFF ELECTION
common_voice_en_41291167_resampled.wav	THE FATAL DISEASES ARE LUCHEMIAS MTHOMAS AND NON REGENERATIVE BANYMIAS
common_voice_en_41291168_resampled.wav	BREAKING INTO THE VILLAGE THE FRENCH ROUTED THE GARRISON
common_voice_en_41291179_resampled.wav	HER LAST PUBLIC APPEARANCE WAS ON THE OPERUM FRISO
common_voice_en_41291180_resampled.wav	THIS WAS AT THE TIME ONE OF THE TALLEST STRUCTURES IN THE WORLD
common_voice_en_41291181_resampled.wav	THE SECOND EXAMINED THE RELATIONSHIP BETWEEN THE COMMUNITYOF PROPERTY AND HEISENBERG'S ON CERTAINTING PRINCIPLE
common_voice_en_41291182_resampled.wav	A SOFT BOTTOM AND ABUNDANT AQUOTIC VEGETATION ARE PREFERRED CONDITIONS
common_voice_en_41291183_resampled.wav	THEY ARE NOT ACTUAL JURISDICTIONS UNDER PENNSYLVANIULA
common_voice_en_41291194_resampled.wav	SHE BELONGS TO THE FIRST GENERATION OF ACTORS IN THE IVON VAZOV NATIONAL THEATRE
common_voice_en_41291195_resampled.wav	THERE ARE PASSENGERS TRAINS ALONG THESE DIRECTIONS
common_voice_en_41291196_resampled.wav	COFFIGNAN ROTE SEVERAL BOOKS AND ARTICLES
common_voice_en_41291197_resampled.wav	AND CONSIDER STATISM AS AN IGEOLOGICAL TOOL TO MOBILIZE THE MASSES
common_voice_en_41291198_resampled.wav	BORN IS A HINTERLYND COMMUNITY ON THE WESTERN EDGE OF THE MAHAVE DESERT
common_voice_en_41292270_resampled.wav	THE FILM IS DIVIDED INTO FIVE DAYS
common_voice_en_41292271_resampled.wav	SPECIAL AGENT HERSELF
common_voice_en_41292272_resampled.wav	THE POTENTIAL FOR ENHANCING CO OPERATION BETWEEN THE TWO COUNTRIES
common_voice_en_41292273_resampled.wav	HE TOO IS CRITICISED AND HE CONDEMNED WHAT HE SAW AS POPPY FASHISM
common_voice_en_41292274_resampled.wav	ACCORDING TO FORBES ATLANTA IS THE SEVENTH WORST CONGESTION TRAFFIC TRAP IN THE UNITED STATES
common_voice_en_41292349_resampled.wav	THE CAHU ILA BAND OF CAHU ILA INDIANSES HAD QUARTERED SIN ANSAL CALIFONIA
common_voice_en_41292350_resampled.wav	SOMER HAD NO MUSICAL TRAINING
common_voice_en_41292351_resampled.wav	THE TERM CONSPIRANCY THEORY TYPICALLY IN PLACE OF PROCY OR SINCISTER INDENT
common_voice_en_41292352_resampled.wav	CARRY WAS ALSO BRIEFLY A MEMBER OF DETROIT LAMBS AND SAINT LOUIS RAMS
common_voice_en_41292353_resampled.wav	IN A NUMBER OF HIS BOOKS ARE RECORRED READING IN DARU ULU DAUBAT
common_voice_en_41295256_resampled.wav	IN THE EVENT SHE WAS TOO ILL TO PARTICIPATE
common_voice_en_41295258_resampled.wav	ARTICLES ABOUT MICROSOFT AND ITS WINDOWS OPERATING SYSTEM ARE POPULAR
common_voice_en_41295261_resampled.wav	MALARY INCLUDES THIS AREA WITHIN THE LIMITS OF THE PROTO INDO EUROPEANS
common_voice_en_41295262_resampled.wav	THE ALABAMA DEPARTMENT OF CORRECTIONS OPERATES THE BIB CORRECTIONAL FACILITY AND BRAND
common_voice_en_41295264_resampled.wav	THESE MAY ALSO BE FORGERIES TO CONCEAL IDENTITIES
common_voice_en_41295377_resampled.wav	THE FLOOD CAUSED ONE FATALITY IN LIVERMORE
common_voice_en_41295378_resampled.wav	OTHER MOTHS LAND ON THE USUALLY SMALLER FLOWERS WHICH MAY BE AGGREGATED INTO FLOWER HEADS
common_voice_en_41295379_resampled.wav	HE SOMETIMES WORKED IN BOTH GIONERAS SIMULTANEOUSLY
common_voice_en_41295380_resampled.wav	THERE ARE MANY ACCIDENTS AREA ALONG THE HIGHWAY
common_voice_en_41295381_resampled.wav	SHE BEGAN HER ACTING CAREER IN SUMBER STOCK
common_voice_en_41300117_resampled.wav	BUT A PORT I NOT FROW AND UNTIL SUPSHETS WILL AT GAME
common_voice_en_41300118_resampled.wav	A JES TOT TIRED OF EVERYTHING
common_voice_en_41300120_resampled.wav	CERTINALLY THA OLD WOULD BE PAST BI FON GELERATION TO GELERATION
common_voice_en_41300121_resampled.wav	AM I O DOING THUS RIGHT
common_voice_en_41300122_resampled.wav	THE PRAMASS BECAME PAWERFUL ITHEMEDARIOUS
common_voice_en_41300134_resampled.wav	I GOT OUR STRONGEST CLAN BUT EVETERLY THECOND A STRUNKEST GOD
common_voice_en_41300135_resampled.wav	THE POBLAP WEB GAME WHOSE COLLAK HAD HAD BEEN FOUND ON THE SIDEOF IT
common_voice_en_41300136_resampled.wav	SHANTER IS FREQUELLY ASSOCIATED WITH INFORMAL LABOR
common_voice_en_41300137_resampled.wav	LITIS AT JILES WILLIAM'S TATY'S REPLACE TOLKIN JATTLE ON A TABLE OF CONTASPA
common_voice_en_41300138_resampled.wav	FELONNA WAS PLAID AFTER THE ROMAR GODDESS OF WAR YA
common_voice_en_41300144_resampled.wav	MAYBE NOT PARTICIOUS THIS FESH OF VILANITE BUT TAKIN OTHERS
common_voice_en_41300145_resampled.wav	TARIOUS ES CAPABLE TO ME
common_voice_en_41300146_resampled.wav	UNTHE ROOF IS THE ONIEN SHAPE BIT TOD
common_voice_en_41300147_resampled.wav	AN THE BACKFESS MISS CAR HIDY HIS OWN FELLOCHAIR GIVE UP ORDER HIM SHOU TO HIM
common_voice_en_41300148_resampled.wav	IF I FALL FROM MY FADDE I'LL DIE
common_voice_en_41300154_resampled.wav	CARGAN TRIED TO PERSUADE HER SON TO PEAT HER NEST TO HER HUSBAND POT FEILD
common_voice_en_41300155_resampled.wav	AS A FISH FLOURISHED SO TUDI TE COLERAWAY
common_voice_en_41300156_resampled.wav	JUST AS I CO IT A WALL AS SELIUS OPERATIET
common_voice_en_41300157_resampled.wav	HES A THING KAN BE
common_voice_en_41300158_resampled.wav	UNHAPPY YO SOUGHT THE LIGHT OF DAY OA
common_voice_en_41300273_resampled.wav	YO MY NAMESPO GOOD
common_voice_en_41301911_resampled.wav	IISA
common_voice_en_41301915_resampled.wav	WE MEAN OF ITZSER
common_voice_en_41301917_resampled.wav	EMS WHAT IS IT ER LATIN OR
common_voice_en_41302477_resampled.wav	HARD BUZZIED COMPLETELY SOWND PROOFER
common_voice_en_41302478_resampled.wav	HIS WORST CAN BE CURRENTLY BE SEEN ON A VERVELL AMONWITHES
common_voice_en_41302479_resampled.wav	ASSEMBLY MEMBERS WOULD BE HAVE BEEN ELECTED BY THE FAST PAST T POSTE SYSTEM
common_voice_en_41302480_resampled.wav	SO DIA MAGNITIUM CIDICO MADEMINIUM SALFOR CAN BE DETECTED BY THIS METHOD
common_voice_en_41302482_resampled.wav	THE CHARACTER IS OFTEN BERRETTED BY THE CORBERT WHO FORCES HIM TO DANGEROUS THINGS
common_voice_en_41302486_resampled.wav	THE EMPEROR WISHED TO SAVE HIM AND SO TO PURSUED HIM A POTECY
common_voice_en_41302487_resampled.wav	THE INSTRUMENT ITSELF IS DIVERTED INTO TWO PARTS
common_voice_en_41302489_resampled.wav	ZARLOD LANOX WAS BORN IN GIPRATER
common_voice_en_41302490_resampled.wav	AN AFFILIATED PROGRAMMING ON LESER TANENTS RARELY APPEARED
common_voice_en_41302491_resampled.wav	WHAT SHALDOWS ARE YOU YOU SEE
common_voice_en_41302507_resampled.wav	EVERY MAN'S THUS
common_voice_en_41302508_resampled.wav	THE COMMANDER OF TURAN A FRESILB LUSIAN DISPATCHED BARMAN TO IDENTIFY THE PLACE
common_voice_en_41302509_resampled.wav	MANY NEW STOORS AND STARVI SARVIS WERE OPENED
common_voice_en_41302510_resampled.wav	THE VILLAGE OF CANAS TORTA IN THE SOUTH PARTS OF THE TOWN OF LENARS
common_voice_en_41302511_resampled.wav	INSTEAD OF ELDRIDG'S POPE SOLD THE SITE TO PROPERTY CCOMPANY LANDWORTH PROPERTIES
common_voice_en_41302512_resampled.wav	RAMOCUTIONER TRIED TO UNCOVER THE SCHAME WITH HIS HELP THO ANOTHER GIRL
common_voice_en_41302513_resampled.wav	FOR HER TROUBLES PACT TURNS HER EYES INTO SQUAMING FLY LARVE
common_voice_en_41302514_resampled.wav	IT IS THE MOST ESTENSIVE RECESS CALASIN CONSERND LIONADO IN THE UNITOR STATE
common_voice_en_41302515_resampled.wav	THE MEMOIS DIFFERD FROM THE PREVIOUS ARBAN BY BEING MORE ALTRONIC BASE
common_voice_en_41302516_resampled.wav	IT WAS LOCATER ON AT DOARROAD NEAR CORINANDER TOBE STATION
common_voice_en_41303657_resampled.wav	THE ATMOSPHERE WAS INFECTED BY MASMA YAS THES SEAS THE PEOPLE WERE
common_voice_en_41303659_resampled.wav	IT PRODUCES US LIMITED EDITION BOXETS THAT ARE ARELABLE WONLY BY MAIL
common_voice_en_41303664_resampled.wav	ALEXANDRA HA THE GOLOBEC AND JAMES MALTER ATIQANIIN TABTREE SPORTS
common_voice_en_41303667_resampled.wav	THE NEW GENERATION OF AUSTRIUM RATUS HAS CHAMPION TE LANGUAGE
common_voice_en_41303669_resampled.wav	VICTORIA ISIAN ANGLO INDIAN THE DAUGHTER OF HAVALVE MAN
common_voice_en_41306916_resampled.wav	WHAT'S HOR OSOLUTION
common_voice_en_41306917_resampled.wav	THERE IS NO INFORMATION AVAILABLE ABOUT HIS YOUTH OR EDUCATION
common_voice_en_41306918_resampled.wav	IGOLOSIS GIVES THE DESIRED QUINALDIG ACID
common_voice_en_41306919_resampled.wav	PROPOSERISES THROUGH THE INTEMPERATURE ABOVE EACH COLUMN
common_voice_en_41306920_resampled.wav	MAIN GUST
common_voice_en_41306993_resampled.wav	LEGISLATION WAS INTRODUCED TO ENABLE THE REGULATORY CHANGES
common_voice_en_41306994_resampled.wav	ORGANISM IS DECOMPOSED INTO ORGANIC MATTER WHICH CAN THEN BE TRANSPORTED AND RECYCLED
common_voice_en_41306995_resampled.wav	RECENTLY BERK ON A NEW MAJOR VERSION HAS BEGUN
common_voice_en_41306996_resampled.wav	WHILST ON NEW ZEALAND HE STUDIED COMMERCIAL LAW AND ACCUNDENCY
common_voice_en_41306997_resampled.wav	MANAGED APPLICATIONS CAULD BE DEVELOPIN OF THEM
common_voice_en_41307018_resampled.wav	NOMINALLY A SUBURB TURNSIDE PARK IS A SIDAWAY COMMUNITY OF LILYDALE
common_voice_en_41307019_resampled.wav	THE ARMENIAN ETHOLOPYA SKIP HIM I ASSIGND DOBLIVIAN TO THESE TESKS
common_voice_en_41307020_resampled.wav	THERE WAS NO ANSWER
common_voice_en_41307021_resampled.wav	THE EPISODE WAS WRITTEN BY CHRIS FRAYER AND DIRECTED BY KEITH POWDER
common_voice_en_41307022_resampled.wav	THE TOWN OF OTTER IS LOCATED SOUTH OF THE CITY OF ARIS
common_voice_en_41307032_resampled.wav	THE AIRPORT MAINLYOST MESSIC FIGHTS BUT FIGHTS TO AUSTRIA AND TURKEY ARE AVAILABLE
common_voice_en_41307033_resampled.wav	ITS LEFT HAND HELD A SCEPTRE AND LAID WITH MANY MEDALS SUPPORTING AN EAGLE
common_voice_en_41307034_resampled.wav	THE ALBLEM WAS PRODUCED BY FORMER TIME GUITARS JESSE JOHNSON
common_voice_en_41307036_resampled.wav	EAST SUOCK DOES NOT HAVE A TOWN COUNCIL
common_voice_en_41307037_resampled.wav	CURRENTLY THESE NUMBERS ARE SOMETIMES USED FOR PREMIUM RATE OR NORMAL INERIAT DILE OBSERVICES
common_voice_en_41307040_resampled.wav	NO WEIGHT CAN BE GIVEN TO THE IDENTIFICATION OF HIM WITH OTHER GUDS
common_voice_en_41307041_resampled.wav	THE PARTIES FOUGHTIES OTHER AND CHANGING CONSTELLATIONS OVER THE FOLLOWING YEARS
common_voice_en_41307055_resampled.wav	CABINET RESHUFFLES HAPPEN IN PARLIAMENTARY SYSTEMS FOR A VARIETY OF REASONS
common_voice_en_41307056_resampled.wav	EMELOVA CRATER ON VENUS IS ALSO NAMED DINNER HONOR
common_voice_en_41307057_resampled.wav	LISARD IS SITUATED FROM BERKENHEAD AND FROM LIVERPOOL OF VIA THE KING'S WAY TUNNEL
common_voice_en_41307058_resampled.wav	IT IS EEMED AT CHILDREN BETWEEN THE AGES OF FIVE AND NINE
common_voice_en_41307059_resampled.wav	UPON HIS RETURN TO ROOUM HE WAS MADE TO PRELATE
common_voice_en_41307069_resampled.wav	AND GLOCCI WAS PRONOUNCED TEAD OF THE SCENE AFTER PYRAMETICS ARRIVAL
common_voice_en_41307070_resampled.wav	HE ALSO THREW A CHANGE UP
common_voice_en_41307072_resampled.wav	IN RETURN SHE VIOLENTLY STOPS JESS WHO RUNS TO HER ROOM CRYING
common_voice_en_41307073_resampled.wav	JOHN KORPI AS FIT FOR MINISTRY
common_voice_en_41307074_resampled.wav	WHAT'S ON EARTH
common_voice_en_41307208_resampled.wav	EACH RUNNER IS PLEASED TO HAVE NEARLY THE SAME DISTANCE THE MAINOLIND
common_voice_en_41307210_resampled.wav	RALLEY APOLOGIZED QUICKLY
common_voice_en_41307211_resampled.wav	THIS POLICY THAT LOOKED AFTER NATIONAL INTERESTS WAS OPPOSED BY ADAMSMITH
common_voice_en_41307213_resampled.wav	ELECTION EXPENDITURES REFER ONLY TO THE CANDIDATE EXPENSES
common_voice_en_41307214_resampled.wav	THEN THERE WAS THE LONG CLIMB HOME
common_voice_en_41307236_resampled.wav	HE HAS SERVED AS SPANISH AMBASSADOR TO JORDAN AND T ITALY
common_voice_en_41307239_resampled.wav	ODEL HAD NOT YET MADE HER ACQUAINTANCE THAT WAS EVIDENT
common_voice_en_41307240_resampled.wav	IT IS NAMED AFTER HERMES FROM GIKMYTHOLOGY
common_voice_en_41307241_resampled.wav	THEY ARE TREMENDOUS COMEDY WRITERS
common_voice_en_41307242_resampled.wav	THIS WAS FOLLOWED BY THE RIGHT OF COMMITTALE AT THE SHRAINS KRIPPET CHABOL
common_voice_en_41307245_resampled.wav	CONRAD PROVIDED THE VOICE OF BEN IN THE LUCCASART'S COMPUTER GAME FOLTROTTLE
common_voice_en_41307246_resampled.wav	THE SUBSTIQUENT VERIES ME HERRORS AND THE TEAM FALLS FAR BEHIND ON THE SCOREBOARD
common_voice_en_41307247_resampled.wav	THIS CONTINUOUS STRUGGLE EXHAUSTED HIM AND HE BECAME UNABLE TO PAINT
common_voice_en_41307770_resampled.wav	THE COLOR IS USUALLY RED OR ORANGE
common_voice_en_41307771_resampled.wav	MEDICATION MAY ALSO BE USED TO IMPROVE CONTINENTS
common_voice_en_41307772_resampled.wav	IT IS A FREE WAY FOR ITS ENTIRE LENGTH
common_voice_en_41307773_resampled.wav	THE ZEU'S FIRST ENCLOSURES HOUSED TWO LIONS AND A LEOPARD
common_voice_en_41307774_resampled.wav	ELEGABYLUS WAS THEN ACCEPTED BY THE SENATE AND BEGAN THE SLOW JOURNEY TO ROME
common_voice_en_41307805_resampled.wav	MANY OF THESE DANCERS BECAME FAN FAVORITES IN THEIR OWN RIGHT
common_voice_en_41307806_resampled.wav	THIS GROUP BECAME LEGENDARY IN THE DANCE WORLD
common_voice_en_41307807_resampled.wav	IT IS ALSO THE NAME OF THE DISTRICT OF THE SAME NAME
common_voice_en_41307808_resampled.wav	THIS CARBINE WAS USED BY CHEGAVARA DURING THE CUBAN REVOLUTION
common_voice_en_41307809_resampled.wav	THROUGHOUT THE SITE THERE IS EVIDENCE OF THIS DESTRUCTION AND WELL PRESERVED ASSEMBLAGES OF FINES
common_voice_en_41309293_resampled.wav	MOST OF THE BEACH IS BACKED BY A LOWDOON IN NATURAL VEGETATION
common_voice_en_41309294_resampled.wav	IT IS ORGANIZED INTO TABES WITH EACH TOP CONTAINING USER DEFINED MODULES
common_voice_en_41309295_resampled.wav	AMONG HER GRANDCHILDREN ARE ACTORS JASON RIDDER AND TYLER RIDDER
common_voice_en_41309296_resampled.wav	THAT LINE SEGMENT WILL BE HALF AS LONG AS THE THIRD SIDE
common_voice_en_41309297_resampled.wav	TO DAY IT IS ONE OF THE LARGEST INDUSTRIAL PLANTS IN WITHUANIA
common_voice_en_41309298_resampled.wav	NOR WAS LYEL'S EVENTUAL CONVERSION TO EVOLUTION A STRICTLY EMPIRICAL AFFAIR
common_voice_en_41309299_resampled.wav	BE GON ANY AGIS
common_voice_en_41309300_resampled.wav	THEREFORE ALSONS ARE ALSO AGAINST THE NATURAL LAW
common_voice_en_41309301_resampled.wav	INSTEAD IT WAS A VERY LIGHT BROWNISH GRAY COLOUR
